conflict_name,0
Afghanistan Conflict,0.32513849859494176
Boko Haram Insurgency (Nigeria),0.4625742574257426
Burkinabe Insurgency,0.40384615384615385
Cameroonian Anglophone Crisis,0.4659498207885304
Colombian Conflict,0.4437573906188411
Israel-Palestine Conflict,0.31637958650600034
Kashmir Conflict (India/Pakistan),0.6169354838709677
Kivu Conflict (DRC),0.6653758141172328
Libyan Civil War,0.5471204188481675
Malian Conflict,0.6090174129353234
Mozambican Insurgency,0.6436781609195402
Myanmar Civil War,0.5895504370080641
Nagorno-Karabakh Conflict,0.6210598290598291
Russian Invasion of Ukraine,0.30022295878248584
Somali Civil War,0.614131148977178
South Sudanese Civil War,0.6187782805429863
Sudanese Conflict,0.481662129461585
Syrian Civil War,0.3998326098907862
Tigray War (Ethiopia),0.550412266743816
Yemeni Civil War,0.5326499343353276
