conflict_name,0
Afghanistan Conflict,1.0095238095238095
Boko Haram Insurgency (Nigeria),0.038476190476190476
Burkinabe Insurgency,0.019809523809523808
Cameroonian Anglophone Crisis,0.01180952380952381
Colombian Conflict,0.7192380952380952
Israel-Palestine Conflict,1.1451428571428572
Kashmir Conflict (India/Pakistan),0.1340952380952381
Kivu Conflict (DRC),0.09409523809523809
Libyan Civil War,0.29104761904761905
Malian Conflict,0.3062857142857143
Mozambican Insurgency,0.03314285714285714
Myanmar Civil War,0.4045714285714286
Nagorno-Karabakh Conflict,0.2857142857142857
Russian Invasion of Ukraine,1.4175238095238096
Somali Civil War,0.23504761904761906
South Sudanese Civil War,0.08419047619047619
Sudanese Conflict,0.6297142857142857
Syrian Civil War,0.9878095238095238
Tigray War (Ethiopia),0.1699047619047619
Yemeni Civil War,0.4746666666666667
