conflict_name,0
Afghanistan Conflict,39.93251883623247
Boko Haram Insurgency (Nigeria),8.213071621174715
Burkinabe Insurgency,5.58135423992378
Cameroonian Anglophone Crisis,2.449489742783178
Colombian Conflict,86.90747430980313
Israel-Palestine Conflict,312.27314189906747
Kashmir Conflict (India/Pakistan),14.212670403551895
Kivu Conflict (DRC),12.671550095319112
Libyan Civil War,39.35647110935911
Malian Conflict,35.9683151811382
Mozambican Insurgency,6.365151334819268
Myanmar Civil War,50.009696029567074
Nagorno-Karabakh Conflict,102.98793692231702
Russian Invasion of Ukraine,296.54444196546
Somali Civil War,13.411889795207381
South Sudanese Civil War,9.735906675183303
Sudanese Conflict,65.01812101719074
Syrian Civil War,48.34997101312158
Tigray War (Ethiopia),8.785318331273954
Yemeni Civil War,67.27893091789245
